anchor_id,sku,sku_normalized,registry_match_type,registry_status,row,column,cell_id,bbox,column_role,orientation,confidence
sku_000017,GW 62 003 FH,GW62003FH,exact_normalized,confirmed,4,1,r0004c001,"[42.52000045776367, 172.88006591796875, 95.49500021849863, 181.95098876953125]",sku_column,multiple_codes_in_row,1.0
sku_000018,GW 62 003 H,GW62003H,exact_normalized,confirmed,4,2,r0004c002,"[95.49500021849863, 172.88006591796875, 148.47013810364126, 181.95098876953125]",sku_column,multiple_codes_in_row,1.0
sku_000019,GW 62 025 FH,GW62025FH,exact_normalized,confirmed,4,3,r0004c003,"[148.47013810364126, 172.88006591796875, 201.44556756555681, 181.95098876953125]",sku_column,multiple_codes_in_row,1.0
sku_000020,GW 62 025 H,GW62025H,exact_normalized,confirmed,4,4,r0004c004,"[201.44556756555681, 172.88006591796875, 254.42103184036344, 181.95098876953125]",sku_column,multiple_codes_in_row,1.0
sku_000021,GW 62 203 FH,GW62203FH,exact_normalized,confirmed,4,5,r0004c005,"[254.42103184036344, 172.88006591796875, 307.39612990159253, 181.95098876953125]",sku_column,multiple_codes_in_row,1.0
sku_000022,GW 62 203 H,GW62203H,exact_normalized,confirmed,4,6,r0004c006,"[307.39612990159253, 172.88006591796875, 360.3716057671441, 181.95098876953125]",sku_column,multiple_codes_in_row,1.0
sku_000023,GW 62 226 FH,GW62226FH,exact_normalized,confirmed,4,7,r0004c007,"[360.3716057671441, 172.88006591796875, 413.3470361472587, 181.95098876953125]",sku_column,multiple_codes_in_row,1.0
sku_000024,GW 62 226 H,GW62226H,exact_normalized,confirmed,4,8,r0004c008,"[413.3470361472587, 172.88006591796875, 466.322172416273, 181.95098876953125]",sku_column,multiple_codes_in_row,1.0
sku_000025,GW 62 004 FH,GW62004FH,exact_normalized,confirmed,5,1,r0005c001,"[42.52000045776367, 181.95098876953125, 95.49500021849863, 191.02201334635416]",sku_column,multiple_codes_in_row,1.0
sku_000026,GW 62 004 H,GW62004H,exact_normalized,confirmed,5,2,r0005c002,"[95.49500021849863, 181.95098876953125, 148.47013810364126, 191.02201334635416]",sku_column,multiple_codes_in_row,1.0
sku_000027,GW 62 026 FH,GW62026FH,exact_normalized,confirmed,5,3,r0005c003,"[148.47013810364126, 181.95098876953125, 201.44556756555681, 191.02201334635416]",sku_column,multiple_codes_in_row,1.0
sku_000028,GW 62 026 H,GW62026H,exact_normalized,confirmed,5,4,r0005c004,"[201.44556756555681, 181.95098876953125, 254.42103184036344, 191.02201334635416]",sku_column,multiple_codes_in_row,1.0
sku_000029,GW 62 205 FH,GW62205FH,exact_normalized,confirmed,5,5,r0005c005,"[254.42103184036344, 181.95098876953125, 307.39612990159253, 191.02201334635416]",sku_column,multiple_codes_in_row,1.0
sku_000030,GW 62 205 H,GW62205H,exact_normalized,confirmed,5,6,r0005c006,"[307.39612990159253, 181.95098876953125, 360.3716057671441, 191.02201334635416]",sku_column,multiple_codes_in_row,1.0
sku_000031,GW 62 227 FH,GW62227FH,exact_normalized,confirmed,5,7,r0005c007,"[360.3716057671441, 181.95098876953125, 413.3470361472587, 191.02201334635416]",sku_column,multiple_codes_in_row,1.0
sku_000032,GW 62 227 H,GW62227H,exact_normalized,confirmed,5,8,r0005c008,"[413.3470361472587, 181.95098876953125, 466.322172416273, 191.02201334635416]",sku_column,multiple_codes_in_row,1.0
sku_000033,GW 62 005 FH,GW62005FH,exact_normalized,confirmed,6,1,r0006c001,"[42.52000045776367, 191.02201334635416, 95.49500021849863, 209.1639200846354]",sku_column,multiple_codes_in_row,1.0
sku_000034,GW 62 005 H,GW62005H,exact_normalized,confirmed,6,2,r0006c002,"[95.49500021849863, 191.02201334635416, 148.47013810364126, 209.1639200846354]",sku_column,multiple_codes_in_row,1.0
sku_000035,GW 62 027 FH,GW62027FH,exact_normalized,confirmed,6,3,r0006c003,"[148.47013810364126, 191.02201334635416, 201.44556756555681, 209.1639200846354]",sku_column,multiple_codes_in_row,1.0
sku_000036,GW 62 027 H,GW62027H,exact_normalized,confirmed,6,4,r0006c004,"[201.44556756555681, 191.02201334635416, 254.42103184036344, 209.1639200846354]",sku_column,multiple_codes_in_row,1.0
sku_000037,GW 62 206 FH,GW62206FH,exact_normalized,confirmed,6,5,r0006c005,"[254.42103184036344, 191.02201334635416, 307.39612990159253, 209.1639200846354]",sku_column,multiple_codes_in_row,1.0
sku_000038,GW 62 206 H,GW62206H,exact_normalized,confirmed,6,6,r0006c006,"[307.39612990159253, 191.02201334635416, 360.3716057671441, 209.1639200846354]",sku_column,multiple_codes_in_row,1.0
sku_000039,GW 62 228 FH,GW62228FH,exact_normalized,confirmed,6,7,r0006c007,"[360.3716057671441, 191.02201334635416, 413.3470361472587, 209.1639200846354]",sku_column,multiple_codes_in_row,1.0
sku_000040,GW 62 228 H,GW62228H,exact_normalized,confirmed,6,8,r0006c008,"[413.3470361472587, 191.02201334635416, 466.322172416273, 209.1639200846354]",sku_column,multiple_codes_in_row,1.0
sku_000041,GW 62 006 FH,GW62006FH,exact_normalized,confirmed,7,1,r0007c001,"[42.52000045776367, 209.1639200846354, 95.49500021849863, 227.30548095703125]",sku_column,multiple_codes_in_row,1.0
sku_000042,GW 62 006 H,GW62006H,exact_normalized,confirmed,7,2,r0007c002,"[95.49500021849863, 209.1639200846354, 148.47013810364126, 227.30548095703125]",sku_column,multiple_codes_in_row,1.0
sku_000043,GW 62 028 FH,GW62028FH,exact_normalized,confirmed,7,3,r0007c003,"[148.47013810364126, 209.1639200846354, 201.44556756555681, 227.30548095703125]",sku_column,multiple_codes_in_row,1.0
sku_000044,GW 62 028 H,GW62028H,exact_normalized,confirmed,7,4,r0007c004,"[201.44556756555681, 209.1639200846354, 254.42103184036344, 227.30548095703125]",sku_column,multiple_codes_in_row,1.0
sku_000045,GW 62 207 FH,GW62207FH,exact_normalized,confirmed,7,5,r0007c005,"[254.42103184036344, 209.1639200846354, 307.39612990159253, 227.30548095703125]",sku_column,multiple_codes_in_row,1.0
sku_000046,GW 62 207 H,GW62207H,exact_normalized,confirmed,7,6,r0007c006,"[307.39612990159253, 209.1639200846354, 360.3716057671441, 227.30548095703125]",sku_column,multiple_codes_in_row,1.0
sku_000047,GW 62 229 FH,GW62229FH,exact_normalized,confirmed,7,7,r0007c007,"[360.3716057671441, 209.1639200846354, 413.3470361472587, 227.30548095703125]",sku_column,multiple_codes_in_row,1.0
sku_000048,GW 62 229 H,GW62229H,exact_normalized,confirmed,7,8,r0007c008,"[413.3470361472587, 209.1639200846354, 466.322172416273, 227.30548095703125]",sku_column,multiple_codes_in_row,1.0
sku_000049,GW 62 007 FH,GW62007FH,exact_normalized,confirmed,8,1,r0008c001,"[42.52000045776367, 227.30548095703125, 95.49500021849863, 236.3761189778646]",sku_column,multiple_codes_in_row,1.0
sku_000050,GW 62 007 H,GW62007H,exact_normalized,confirmed,8,2,r0008c002,"[95.49500021849863, 227.30548095703125, 148.47013810364126, 236.3761189778646]",sku_column,multiple_codes_in_row,1.0
sku_000051,GW 62 029 FH,GW62029FH,exact_normalized,confirmed,8,3,r0008c003,"[148.47013810364126, 227.30548095703125, 201.44556756555681, 236.3761189778646]",sku_column,multiple_codes_in_row,1.0
sku_000052,GW 62 029 H,GW62029H,exact_normalized,confirmed,8,4,r0008c004,"[201.44556756555681, 227.30548095703125, 254.42103184036344, 236.3761189778646]",sku_column,multiple_codes_in_row,1.0
sku_000053,GW 62 208 FH,GW62208FH,exact_normalized,confirmed,8,5,r0008c005,"[254.42103184036344, 227.30548095703125, 307.39612990159253, 236.3761189778646]",sku_column,multiple_codes_in_row,1.0
sku_000054,GW 62 208 H,GW62208H,exact_normalized,confirmed,8,6,r0008c006,"[307.39612990159253, 227.30548095703125, 360.3716057671441, 236.3761189778646]",sku_column,multiple_codes_in_row,1.0
sku_000055,GW 62 230 FH,GW62230FH,exact_normalized,confirmed,8,7,r0008c007,"[360.3716057671441, 227.30548095703125, 413.3470361472587, 236.3761189778646]",sku_column,multiple_codes_in_row,1.0
sku_000056,GW 62 230 H,GW62230H,exact_normalized,confirmed,8,8,r0008c008,"[413.3470361472587, 227.30548095703125, 466.322172416273, 236.3761189778646]",sku_column,multiple_codes_in_row,1.0
sku_000057,GW 62 008 FH,GW62008FH,exact_normalized,confirmed,9,1,r0009c001,"[42.52000045776367, 236.3761189778646, 95.49500021849863, 254.51802571614584]",sku_column,multiple_codes_in_row,1.0
sku_000058,GW 62 008 H,GW62008H,exact_normalized,confirmed,9,2,r0009c002,"[95.49500021849863, 236.3761189778646, 148.47013810364126, 254.51802571614584]",sku_column,multiple_codes_in_row,1.0
sku_000059,GW 62 030 FH,GW62030FH,exact_normalized,confirmed,9,3,r0009c003,"[148.47013810364126, 236.3761189778646, 201.44556756555681, 254.51802571614584]",sku_column,multiple_codes_in_row,1.0
sku_000060,GW 62 030 H,GW62030H,exact_normalized,confirmed,9,4,r0009c004,"[201.44556756555681, 236.3761189778646, 254.42103184036344, 254.51802571614584]",sku_column,multiple_codes_in_row,1.0
sku_000061,GW 62 209 FH,GW62209FH,exact_normalized,confirmed,9,5,r0009c005,"[254.42103184036344, 236.3761189778646, 307.39612990159253, 254.51802571614584]",sku_column,multiple_codes_in_row,1.0
sku_000062,GW 62 209 H,GW62209H,exact_normalized,confirmed,9,6,r0009c006,"[307.39612990159253, 236.3761189778646, 360.3716057671441, 254.51802571614584]",sku_column,multiple_codes_in_row,1.0
sku_000063,GW 62 231 FH,GW62231FH,exact_normalized,confirmed,9,7,r0009c007,"[360.3716057671441, 236.3761189778646, 413.3470361472587, 254.51802571614584]",sku_column,multiple_codes_in_row,1.0
sku_000064,GW 62 231 H,GW62231H,exact_normalized,confirmed,9,8,r0009c008,"[413.3470361472587, 236.3761189778646, 466.322172416273, 254.51802571614584]",sku_column,multiple_codes_in_row,1.0
sku_000065,GW 62 009 FH,GW62009FH,exact_normalized,confirmed,10,1,r0010c001,"[42.52000045776367, 254.51802571614584, 95.49500021849863, 272.6598962854456]",sku_column,multiple_codes_in_row,1.0
sku_000066,GW 62 009 H,GW62009H,exact_normalized,confirmed,10,2,r0010c002,"[95.49500021849863, 254.51802571614584, 148.47013810364126, 272.6598962854456]",sku_column,multiple_codes_in_row,1.0
sku_000067,GW 62 031 FH,GW62031FH,exact_normalized,confirmed,10,3,r0010c003,"[148.47013810364126, 254.51802571614584, 201.44556756555681, 272.6598962854456]",sku_column,multiple_codes_in_row,1.0
sku_000068,GW 62 031 H,GW62031H,exact_normalized,confirmed,10,4,r0010c004,"[201.44556756555681, 254.51802571614584, 254.42103184036344, 272.6598962854456]",sku_column,multiple_codes_in_row,1.0
sku_000069,GW 62 210 FH,GW62210FH,exact_normalized,confirmed,10,5,r0010c005,"[254.42103184036344, 254.51802571614584, 307.39612990159253, 272.6598962854456]",sku_column,multiple_codes_in_row,1.0
sku_000070,GW 62 210 H,GW62210H,exact_normalized,confirmed,10,6,r0010c006,"[307.39612990159253, 254.51802571614584, 360.3716057671441, 272.6598962854456]",sku_column,multiple_codes_in_row,1.0
sku_000071,GW 62 232 FH,GW62232FH,exact_normalized,confirmed,10,7,r0010c007,"[360.3716057671441, 254.51802571614584, 413.3470361472587, 272.6598962854456]",sku_column,multiple_codes_in_row,1.0
sku_000072,GW 62 232 H,GW62232H,exact_normalized,confirmed,10,8,r0010c008,"[413.3470361472587, 254.51802571614584, 466.322172416273, 272.6598962854456]",sku_column,multiple_codes_in_row,1.0
sku_000073,GW 62 701 H,GW62701H,exact_normalized,confirmed,11,2,r0011c002,"[95.49500021849863, 272.6598962854456, 148.47013810364126, 281.7308756510417]",sku_column,multiple_codes_in_row,1.0
sku_000074,GW 62 735 H,GW62735H,exact_normalized,confirmed,11,4,r0011c004,"[201.44556756555681, 272.6598962854456, 254.42103184036344, 281.7308756510417]",sku_column,multiple_codes_in_row,1.0
sku_000075,GW 62 801 H,GW62801H,exact_normalized,confirmed,11,6,r0011c006,"[307.39612990159253, 272.6598962854456, 360.3716057671441, 281.7308756510417]",sku_column,multiple_codes_in_row,1.0
sku_000076,GW 62 835 H,GW62835H,exact_normalized,confirmed,11,8,r0011c008,"[413.3470361472587, 272.6598962854456, 466.322172416273, 281.7308756510417]",sku_column,multiple_codes_in_row,1.0
sku_000077,GW 62 010 H,GW62010H,exact_normalized,confirmed,12,2,r0012c002,"[95.49500021849863, 281.7308756510417, 148.47013810364126, 290.8014729817708]",sku_column,multiple_codes_in_row,1.0
sku_000078,GW 62 032 H,GW62032H,exact_normalized,confirmed,12,4,r0012c004,"[201.44556756555681, 281.7308756510417, 254.42103184036344, 290.8014729817708]",sku_column,multiple_codes_in_row,1.0
sku_000079,GW 62 211 H,GW62211H,exact_normalized,confirmed,12,6,r0012c006,"[307.39612990159253, 281.7308756510417, 360.3716057671441, 290.8014729817708]",sku_column,multiple_codes_in_row,1.0
sku_000080,GW 62 233 H,GW62233H,exact_normalized,confirmed,12,8,r0012c008,"[413.3470361472587, 281.7308756510417, 466.322172416273, 290.8014729817708]",sku_column,multiple_codes_in_row,1.0
sku_000081,GW 62 011 H,GW62011H,exact_normalized,confirmed,13,2,r0013c002,"[95.49500021849863, 290.8014729817708, 148.47013810364126, 299.8721110026042]",sku_column,multiple_codes_in_row,1.0
sku_000082,GW 62 033 H,GW62033H,exact_normalized,confirmed,13,4,r0013c004,"[201.44556756555681, 290.8014729817708, 254.42103184036344, 299.8721110026042]",sku_column,multiple_codes_in_row,1.0
sku_000083,GW 62 212 H,GW62212H,exact_normalized,confirmed,13,6,r0013c006,"[307.39612990159253, 290.8014729817708, 360.3716057671441, 299.8721110026042]",sku_column,multiple_codes_in_row,1.0
sku_000084,GW 62 234 H,GW62234H,exact_normalized,confirmed,13,8,r0013c008,"[413.3470361472587, 290.8014729817708, 466.322172416273, 299.8721110026042]",sku_column,multiple_codes_in_row,1.0
sku_000085,GW 62 702 H,GW62702H,exact_normalized,confirmed,14,2,r0014c002,"[95.49500021849863, 299.8721110026042, 148.47013810364126, 308.9430745442708]",sku_column,multiple_codes_in_row,1.0
sku_000086,GW 62 736 H,GW62736H,exact_normalized,confirmed,14,4,r0014c004,"[201.44556756555681, 299.8721110026042, 254.42103184036344, 308.9430745442708]",sku_column,multiple_codes_in_row,1.0
sku_000087,GW 62 802 H,GW62802H,exact_normalized,confirmed,14,6,r0014c006,"[307.39612990159253, 299.8721110026042, 360.3716057671441, 308.9430745442708]",sku_column,multiple_codes_in_row,1.0
sku_000088,GW 62 836 H,GW62836H,exact_normalized,confirmed,14,8,r0014c008,"[413.3470361472587, 299.8721110026042, 466.322172416273, 308.9430745442708]",sku_column,multiple_codes_in_row,1.0
sku_000089,GW 62 703 H,GW62703H,exact_normalized,confirmed,15,2,r0015c002,"[95.49500021849863, 308.9430745442708, 148.47013810364126, 318.01402000144674]",sku_column,multiple_codes_in_row,1.0
sku_000090,GW 62 737 H,GW62737H,exact_normalized,confirmed,15,4,r0015c004,"[201.44556756555681, 308.9430745442708, 254.42103184036344, 318.01402000144674]",sku_column,multiple_codes_in_row,1.0
sku_000091,GW 62 803 H,GW62803H,exact_normalized,confirmed,15,6,r0015c006,"[307.39612990159253, 308.9430745442708, 360.3716057671441, 318.01402000144674]",sku_column,multiple_codes_in_row,1.0
sku_000092,GW 62 837 H,GW62837H,exact_normalized,confirmed,15,8,r0015c008,"[413.3470361472587, 308.9430745442708, 466.322172416273, 318.01402000144674]",sku_column,multiple_codes_in_row,1.0
sku_000093,GW 62 704 H,GW62704H,exact_normalized,confirmed,16,2,r0016c002,"[95.49500021849863, 318.01402000144674, 148.47013810364126, 327.08498128255206]",sku_column,multiple_codes_in_row,1.0
sku_000094,GW 62 738 H,GW62738H,exact_normalized,confirmed,16,4,r0016c004,"[201.44556756555681, 318.01402000144674, 254.42103184036344, 327.08498128255206]",sku_column,multiple_codes_in_row,1.0
sku_000095,GW 62 804 H,GW62804H,exact_normalized,confirmed,16,6,r0016c006,"[307.39612990159253, 318.01402000144674, 360.3716057671441, 327.08498128255206]",sku_column,multiple_codes_in_row,1.0
sku_000096,GW 62 838 H,GW62838H,exact_normalized,confirmed,16,8,r0016c008,"[413.3470361472587, 318.01402000144674, 466.322172416273, 327.08498128255206]",sku_column,multiple_codes_in_row,1.0
sku_000097,GW 62 705 H,GW62705H,exact_normalized,confirmed,17,2,r0017c002,"[95.49500021849863, 327.08498128255206, 148.47013810364126, 336.1559549967448]",sku_column,multiple_codes_in_row,1.0
sku_000098,GW 62 739 H,GW62739H,exact_normalized,confirmed,17,4,r0017c004,"[201.44556756555681, 327.08498128255206, 254.42103184036344, 336.1559549967448]",sku_column,multiple_codes_in_row,1.0
sku_000099,GW 62 805 H,GW62805H,exact_normalized,confirmed,17,6,r0017c006,"[307.39612990159253, 327.08498128255206, 360.3716057671441, 336.1559549967448]",sku_column,multiple_codes_in_row,1.0
sku_000100,GW 62 839 H,GW62839H,exact_normalized,confirmed,17,8,r0017c008,"[413.3470361472587, 327.08498128255206, 466.322172416273, 336.1559549967448]",sku_column,multiple_codes_in_row,1.0
sku_000101,GW 62 706 H,GW62706H,exact_normalized,confirmed,18,2,r0018c002,"[95.49500021849863, 336.1559549967448, 148.47013810364126, 345.22691853841144]",sku_column,multiple_codes_in_row,1.0
sku_000102,GW 62 740 H,GW62740H,exact_normalized,confirmed,18,4,r0018c004,"[201.44556756555681, 336.1559549967448, 254.42103184036344, 345.22691853841144]",sku_column,multiple_codes_in_row,1.0
sku_000103,GW 62 806 H,GW62806H,exact_normalized,confirmed,18,6,r0018c006,"[307.39612990159253, 336.1559549967448, 360.3716057671441, 345.22691853841144]",sku_column,multiple_codes_in_row,1.0
sku_000104,GW 62 840 H,GW62840H,exact_normalized,confirmed,18,8,r0018c008,"[413.3470361472587, 336.1559549967448, 466.322172416273, 345.22691853841144]",sku_column,multiple_codes_in_row,1.0
sku_000105,GW 62 707 H,GW62707H,exact_normalized,confirmed,19,2,r0019c002,"[95.49500021849863, 345.22691853841144, 148.47013810364126, 354.2978515625]",sku_column,multiple_codes_in_row,1.0
sku_000106,GW 62 741 H,GW62741H,exact_normalized,confirmed,19,4,r0019c004,"[201.44556756555681, 345.22691853841144, 254.42103184036344, 354.2978515625]",sku_column,multiple_codes_in_row,1.0
sku_000107,GW 62 807 H,GW62807H,exact_normalized,confirmed,19,6,r0019c006,"[307.39612990159253, 345.22691853841144, 360.3716057671441, 354.2978515625]",sku_column,multiple_codes_in_row,1.0
sku_000108,GW 62 841 H,GW62841H,exact_normalized,confirmed,19,8,r0019c008,"[413.3470361472587, 345.22691853841144, 466.322172416273, 354.2978515625]",sku_column,multiple_codes_in_row,1.0
sku_000109,GW 62 708 H,GW62708H,exact_normalized,confirmed,20,2,r0020c002,"[95.49500021849863, 354.2978515625, 148.47013810364126, 363.3684794108073]",sku_column,multiple_codes_in_row,1.0
sku_000110,GW 62 742 H,GW62742H,exact_normalized,confirmed,20,4,r0020c004,"[201.44556756555681, 354.2978515625, 254.42103184036344, 363.3684794108073]",sku_column,multiple_codes_in_row,1.0
sku_000111,GW 62 808 H,GW62808H,exact_normalized,confirmed,20,6,r0020c006,"[307.39612990159253, 354.2978515625, 360.3716057671441, 363.3684794108073]",sku_column,multiple_codes_in_row,1.0
sku_000112,GW 62 842 H,GW62842H,exact_normalized,confirmed,20,8,r0020c008,"[413.3470361472587, 354.2978515625, 466.322172416273, 363.3684794108073]",sku_column,multiple_codes_in_row,1.0
sku_000113,GW 62 709 H,GW62709H,exact_normalized,confirmed,21,2,r0021c002,"[95.49500021849863, 363.3684794108073, 148.47013810364126, 372.4391174316406]",sku_column,multiple_codes_in_row,1.0
sku_000114,GW 62 743 H,GW62743H,exact_normalized,confirmed,21,4,r0021c004,"[201.44556756555681, 363.3684794108073, 254.42103184036344, 372.4391174316406]",sku_column,multiple_codes_in_row,1.0
sku_000115,GW 62 809 H,GW62809H,exact_normalized,confirmed,21,6,r0021c006,"[307.39612990159253, 363.3684794108073, 360.3716057671441, 372.4391174316406]",sku_column,multiple_codes_in_row,1.0
sku_000116,GW 62 843 H,GW62843H,exact_normalized,confirmed,21,8,r0021c008,"[413.3470361472587, 363.3684794108073, 466.322172416273, 372.4391174316406]",sku_column,multiple_codes_in_row,1.0
sku_000117,GW 62 710 H,GW62710H,exact_normalized,confirmed,22,2,r0022c002,"[95.49500021849863, 372.4391174316406, 148.47013810364126, 381.5100504557292]",sku_column,multiple_codes_in_row,1.0
sku_000118,GW 62 744 H,GW62744H,exact_normalized,confirmed,22,4,r0022c004,"[201.44556756555681, 372.4391174316406, 254.42103184036344, 381.5100504557292]",sku_column,multiple_codes_in_row,1.0
sku_000119,GW 62 810 H,GW62810H,exact_normalized,confirmed,22,6,r0022c006,"[307.39612990159253, 372.4391174316406, 360.3716057671441, 381.5100504557292]",sku_column,multiple_codes_in_row,1.0
sku_000120,GW 62 844 H,GW62844H,exact_normalized,confirmed,22,8,r0022c008,"[413.3470361472587, 372.4391174316406, 466.322172416273, 381.5100504557292]",sku_column,multiple_codes_in_row,1.0
sku_000121,GW 62 711 H,GW62711H,exact_normalized,confirmed,23,2,r0023c002,"[95.49500021849863, 381.5100504557292, 148.47013810364126, 390.5810241699219]",sku_column,multiple_codes_in_row,1.0
sku_000122,GW 62 745 H,GW62745H,exact_normalized,confirmed,23,4,r0023c004,"[201.44556756555681, 381.5100504557292, 254.42103184036344, 390.5810241699219]",sku_column,multiple_codes_in_row,1.0
sku_000123,GW 62 811 H,GW62811H,exact_normalized,confirmed,23,6,r0023c006,"[307.39612990159253, 381.5100504557292, 360.3716057671441, 390.5810241699219]",sku_column,multiple_codes_in_row,1.0
sku_000124,GW 62 845 H,GW62845H,exact_normalized,confirmed,23,8,r0023c008,"[413.3470361472587, 381.5100504557292, 466.322172416273, 390.5810241699219]",sku_column,multiple_codes_in_row,1.0
sku_000125,GW 62 712 H,GW62712H,exact_normalized,confirmed,24,2,r0024c002,"[95.49500021849863, 390.5810241699219, 148.47013810364126, 399.65195719401044]",sku_column,multiple_codes_in_row,1.0
sku_000126,GW 62 746 H,GW62746H,exact_normalized,confirmed,24,4,r0024c004,"[201.44556756555681, 390.5810241699219, 254.42103184036344, 399.65195719401044]",sku_column,multiple_codes_in_row,1.0
sku_000127,GW 62 812 H,GW62812H,exact_normalized,confirmed,24,6,r0024c006,"[307.39612990159253, 390.5810241699219, 360.3716057671441, 399.65195719401044]",sku_column,multiple_codes_in_row,1.0
sku_000128,GW 62 846 H,GW62846H,exact_normalized,confirmed,24,8,r0024c008,"[413.3470361472587, 390.5810241699219, 466.322172416273, 399.65195719401044]",sku_column,multiple_codes_in_row,1.0
sku_000129,GW 62 713 H,GW62713H,exact_normalized,confirmed,25,2,r0025c002,"[95.49500021849863, 399.65195719401044, 148.47013810364126, 408.72292073567706]",sku_column,multiple_codes_in_row,1.0
sku_000130,GW 62 747 H,GW62747H,exact_normalized,confirmed,25,4,r0025c004,"[201.44556756555681, 399.65195719401044, 254.42103184036344, 408.72292073567706]",sku_column,multiple_codes_in_row,1.0
sku_000131,GW 62 813 H,GW62813H,exact_normalized,confirmed,25,6,r0025c006,"[307.39612990159253, 399.65195719401044, 360.3716057671441, 408.72292073567706]",sku_column,multiple_codes_in_row,1.0
sku_000132,GW 62 847 H,GW62847H,exact_normalized,confirmed,25,8,r0025c008,"[413.3470361472587, 399.65195719401044, 466.322172416273, 408.72292073567706]",sku_column,multiple_codes_in_row,1.0
sku_000133,GW 62 714 H,GW62714H,exact_normalized,confirmed,26,2,r0026c002,"[95.49500021849863, 408.72292073567706, 148.47013810364126, 417.79388427734375]",sku_column,multiple_codes_in_row,1.0
sku_000134,GW 62 748 H,GW62748H,exact_normalized,confirmed,26,4,r0026c004,"[201.44556756555681, 408.72292073567706, 254.42103184036344, 417.79388427734375]",sku_column,multiple_codes_in_row,1.0
sku_000135,GW 62 814 H,GW62814H,exact_normalized,confirmed,26,6,r0026c006,"[307.39612990159253, 408.72292073567706, 360.3716057671441, 417.79388427734375]",sku_column,multiple_codes_in_row,1.0
sku_000136,GW 62 848 H,GW62848H,exact_normalized,confirmed,26,8,r0026c008,"[413.3470361472587, 408.72292073567706, 466.322172416273, 417.79388427734375]",sku_column,multiple_codes_in_row,1.0
sku_000137,GW 62 715 H,GW62715H,exact_normalized,confirmed,27,2,r0027c002,"[95.49500021849863, 417.79388427734375, 148.47013810364126, 426.86451212565106]",sku_column,multiple_codes_in_row,1.0
